text,is_bold,font_size,font_size_rank,centeredness,spacing_before,spacing_after,is_valid_length,page_no
"tion-capable. Needless to say, all of these elements made Go my new favorite language",0,9,0.21,0.14,0.0,0.0,0,13
for writing web applications.,0,9,0.3,0.14,0.0,0.0,1,13
"Writing web applications has changed dramatically over the years, from static con-",0,9,0.21,0.17,0.0,0.0,0,13
tent to dynamic data over,0,9,0.3,0.14,0.0,0.0,1,13
"HTTP , from HTML content delivered from the server to",0,9,0.21,0.37,0.0,0.0,1,13
client-side single-page applications consuming,0,9,0.3,0.14,0.0,0.0,1,13
JSON data over HTTP . Almost as soon,0,9,0.21,0.53,0.0,0.0,1,13
"as the first web applications were written, web application frameworks appeared, mak-",0,9,0.21,0.14,0.0,0.0,0,13
"ing it easier for programmers to write them. Twenty years on, most programming lan-",0,9,0.21,0.14,0.0,0.0,0,13
guages have at least one web application framework—and many have dozens—and,0,9,0.21,0.14,0.0,0.0,0,13
most applications written today are web applications.,0,9,0.3,0.14,0.0,0.0,1,13
xiv,1,9,0.39,0.06,0.0,0.0,0,14
PREFACE,1,6,0.33,0.42,0.0,0.03,1,14
While the popular web application frameworks made it easier to write web applica-,0,9,0.21,0.15,0.03,0.0,0,14
"tions, they also concealed a lot of the underlying plumbing. It became increasingly",0,9,0.21,0.13,0.0,0.0,0,14
common to find programmers who don’t even understand how the World Wide Web,0,9,0.21,0.13,0.0,0.0,0,14
works writing web applications. With Go I found a great tool to teach the basics of web,0,9,0.21,0.13,0.0,0.0,0,14
"application programming, properly. Writing web applications is direct and simple",0,9,0.21,0.13,0.0,0.0,0,14
again. Everything’s just there—no external libraries and dependencies. It’s all about,0,9,0.21,0.13,0.0,0.0,0,14
HTTP again and how to deliver content and data through it.,0,9,0.3,0.13,0.0,0.0,1,14
"So with that in mind, I approached Manning with an idea for a Go programming",0,9,0.21,0.15,0.0,0.0,0,14
language book that focuses on teaching someone how to write web applications from,0,9,0.21,0.13,0.0,0.0,0,14
"the ground up, using nothing except the standard libraries. Manning quickly sup-",0,9,0.21,0.13,0.0,0.0,0,14
ported my idea and green-lighted the project. The book has taken a while to come,0,9,0.21,0.13,0.0,0.0,0,14
"together, but the feedback from the early access program",0,9,0.3,0.13,0.0,0.0,1,14
(MEAP) was encouraging. I,0,9,0.21,0.6,0.0,0.0,1,14
hope you will gain much and enjoy reading this book as much as I enjoyed writing it.,0,9,0.21,0.13,0.0,0.0,0,14
acknowledgments,1,30,0.79,0.46,0.0,0.02,1,15
"This book started with an idea to teach the basics of web programming with Go, using",0,9,0.21,0.14,0.02,0.0,0,15
"nothing more than the standard libraries. I wasn’t sure if that would work, but the",0,9,0.21,0.14,0.0,0.0,0,15
readers who paid hard-earned money to buy my,0,9,0.3,0.14,0.0,0.0,1,15
MEAP along the way gave me encour-,0,9,0.21,0.54,0.0,0.0,1,15
"agement and motivation to push the idea through. To my readers, thank you!",0,9,0.21,0.14,0.0,0.0,0,15
"Writing books is a team effort, and though my name appears on the front cover of",0,9,0.21,0.17,0.0,0.0,0,15
"this one, it only exists because of the efforts of a large number of people:",0,9,0.21,0.14,0.0,0.01,0,15
"Marina Michaels, my hardworking and efficient editor from the other side of",0,9,0.21,0.19,0.01,0.0,0,15
■,0,3,0.09,0.17,0.0,0.01,0,15
"the world, worked tirelessly alongside me, ever ready to accommodate her",0,9,0.21,0.19,0.01,0.0,0,15
schedule to our dramatically different time zones,0,9,0.3,0.19,0.0,0.01,1,15
"The Manning extended team: Liz Welch, copyeditor, and Elizabeth Martin,",0,9,0.21,0.19,0.01,0.0,0,15
■,0,3,0.09,0.17,0.0,0.01,0,15
"proofreader, who with their eagle eyes helped spot my mistakes; Candace Gill-",0,9,0.21,0.19,0.01,0.0,0,15
"hoolley and Ana Romac, who helped me market and promote this book; and",0,9,0.3,0.19,0.0,0.0,1,15
"Kevin Sullivan and Janet Vail, who worked to take my raw manuscript and make",0,9,0.21,0.19,0.0,0.0,0,15
it into a real book,0,9,0.3,0.19,0.0,0.01,1,15
"Jimmy Frasché, who gave the manuscript a full technical proofread, and my",0,9,0.21,0.19,0.01,0.0,0,15
■,0,3,0.09,0.17,0.0,0.01,0,15
"reviewers, who gave valuable feedback at four stages of manuscript develop-",0,9,0.21,0.19,0.01,0.0,0,15
"ment: Alex Jacinto, Alexander Schwartz, Benoit Benedetti, Brian Cooksey,",0,9,0.21,0.19,0.0,0.0,0,15
"Doug Sparling, Ferdinando Santacroce, Gualtiero Testa, Harry Shaun Lippy,",0,9,0.21,0.19,0.0,0.0,0,15
"James Tyo, Jeff Lim, Lee Brandt, Mike Bright, Quintin Smith, Rebecca Jones,",0,9,0.21,0.19,0.0,0.0,0,15
"Ryan Pulling, Sam Zaydel, and Wes Shaddix",0,9,0.3,0.19,0.0,0.01,1,15
My friends from the Singapore Go community who helped me spread the word,0,9,0.21,0.19,0.01,0.0,0,15
■,0,3,0.09,0.17,0.0,0.01,0,15
on my new book as soon as the,0,9,0.3,0.19,0.01,0.0,1,15
"MEAP came out, especially Kai Hendry, who",0,9,0.21,0.47,0.0,0.0,1,15
made a long video from his comments on my book,0,9,0.3,0.19,0.0,0.0,1,15
xvi,1,9,0.39,0.06,0.0,0.0,0,16
ACKNOWLEDGMENTS,1,6,0.33,0.38,0.0,0.03,1,16
"I’d also like to thank the creators of Go—Robert Griesemer, Rob Pike, and Ken",0,9,0.21,0.13,0.03,0.0,0,16
"Thompson—as well as contributors to the net/http, html/template, and other web",0,9,0.21,0.13,0.0,0.0,0,16
"standard libraries, especially Brad Fitzpatrick, without whom I probably wouldn’t have",0,9,0.21,0.13,0.0,0.0,0,16
anything to write about!,0,9,0.3,0.13,0.0,0.0,1,16
"Last but certainly not least, I’d like to thank my family—the love of my life, Wooi",0,9,0.21,0.15,0.0,0.0,0,16
"Ying, and my taller-than-me-now son, Kai Wen. I hope that in writing this book, I will",0,9,0.21,0.13,0.0,0.0,0,16
be an inspiration to him and he will soon pick up my book proudly and learn from it.,0,9,0.21,0.13,0.0,0.0,0,16
about this book,1,30,0.79,0.52,0.0,0.02,1,17
This book introduces the basic concepts of writing a web application using the Go,0,9,0.21,0.14,0.02,0.0,0,17
"programming language, from the ground up, using nothing other than the standard",0,9,0.21,0.14,0.0,0.0,0,17
"libraries. While there are sections that discuss other libraries and other topics, includ-",0,9,0.21,0.14,0.0,0.0,0,17
"ing testing and deploying web applications, the main goal of the book is to teach web",0,9,0.21,0.14,0.0,0.0,0,17
programming using Go standard libraries only.,0,9,0.3,0.14,0.0,0.0,1,17
The reader is assumed to have basic Go programming skills and to know Go syn-,0,9,0.21,0.17,0.0,0.0,0,17
"tax. If you don’t know Go programming at all, I would advise you to check out",0,9,0.21,0.14,0.0,0.0,0,17
Go in,1,9,0.39,0.8,0.0,0.0,1,17
"Action by William Kennedy with Brian Ketelsen and Erik St. Martin, also published by",1,9,0.39,0.14,0.0,0.0,0,17
Manning ( www.manning.com/books/go-in-action,0,9,0.3,0.14,0.0,0.0,1,17
). Another good book to read is,0,9,0.21,0.55,0.0,0.0,1,17
The,1,9,0.3,0.82,0.0,0.0,0,17
"(Addison-Wesley 2015) , by Alan Donovan and Brian Ker-",1,9,0.39,0.36,0.0,0.0,1,17
Go Programming Language,1,9,0.48,0.14,0.0,0.0,1,17
"nighan. Alternatively, there are plenty of free tutorials on Go, including the A Tour of",0,9,0.21,0.14,0.0,0.0,0,17
Go from the Go website (,0,9,0.3,0.14,0.0,0.0,1,17
tour.golang.org ).,0,9,0.21,0.35,0.0,0.02,1,17
Roadmap,1,12,0.54,0.14,0.02,0.01,1,17
The book includes ten chapters and an appendix.,0,9,0.3,0.14,0.01,0.0,1,17
"Chapter 1 introduces using Go for web applications, and discusses why it is a good",0,9,0.21,0.17,0.0,0.0,0,17
choice for writing web applications. You’ll also learn about key concepts of what web,0,9,0.21,0.14,0.0,0.0,0,17
"applications are, including a brief introduction to",0,9,0.3,0.14,0.0,0.0,1,17
HTTP .,0,9,0.21,0.55,0.0,0.0,1,17
"Chapter 2 shows you how to build a typical web application with Go, taking you",0,9,0.21,0.17,0.0,0.0,0,17
step by step through the creation of a simple internet forum web.,0,9,0.3,0.14,0.0,0.0,1,17
net/http pack-,0,9,0.21,0.72,0.0,0.0,1,17
Chapter 3 gets into the details of handling,0,9,0.3,0.17,0.0,0.0,1,17
HTTP requests using the,0,9,0.21,0.52,0.0,0.0,1,17
age. You’ll learn how to write a Go web server to listen to,0,9,0.3,0.14,0.0,0.0,1,17
HTTP requests and how to,0,9,0.21,0.62,0.0,0.0,1,17
incorporate handlers and handler functions that process those requests.,0,9,0.21,0.14,0.0,0.0,0,17
xviii,1,9,0.48,0.06,0.0,0.0,1,18
ABOUT THIS BOOK,1,6,0.33,0.39,0.0,0.03,1,18
Chapter 4 continues with the details of handling,0,9,0.3,0.15,0.03,0.0,1,18
"HTTP requests—specifically, how",0,9,0.21,0.56,0.0,0.0,1,18
Go allows you to process the requests and respond accordingly. You’ll also learn how,0,9,0.21,0.13,0.0,0.0,0,18
to get data from HTML forms and how to use cookies.,0,9,0.3,0.13,0.0,0.0,1,18
text/template and,0,9,0.21,0.66,0.0,0.0,1,18
Chapter 5 delves into the Go template engine provided in the,0,9,0.3,0.15,0.0,0.0,1,18
html/template packages. You’ll learn about the various mechanisms provided by Go,0,9,0.21,0.13,0.0,0.0,0,18
and about using layouts in Go.,0,9,0.3,0.13,0.0,0.0,1,18
Chapter 6 discusses storage strategies using Go. You’ll learn about storing data in,0,9,0.21,0.15,0.0,0.0,0,18
"memory using structs, in the filesystem using",0,9,0.3,0.13,0.0,0.0,1,18
CSV and the gob binary format as well as,0,9,0.21,0.5,0.0,0.0,1,18
using SQL and SQL mappers to access relational databases.,0,9,0.3,0.13,0.0,0.0,1,18
Chapter 7 shows you how to create web services using Go. You’ll learn how to cre-,0,9,0.21,0.15,0.0,0.0,0,18
ate and parse XML as well as,0,9,0.3,0.13,0.0,0.0,1,18
"JSON with Go, and how a simple web service can be writ-",0,9,0.21,0.36,0.0,0.0,1,18
ten using Go.,0,9,0.3,0.13,0.0,0.0,1,18
Chapter 8 gives insight into the ways you can test your Go web application at vari-,0,9,0.21,0.15,0.0,0.0,0,18
"ous levels, including unit testing, benchmark testing, and",0,9,0.3,0.13,0.0,0.0,1,18
HTTP testing. This chapter,0,9,0.21,0.6,0.0,0.0,1,18
also briefly discusses third-party testing libraries.,0,9,0.3,0.13,0.0,0.0,1,18
Chapter 9 talks about how you can leverage Go concurrency in your web applica-,0,9,0.21,0.15,0.0,0.0,0,18
tion. You’ll learn about Go concurrency and how you can improve the performance of,0,9,0.21,0.13,0.0,0.0,0,18
a photo-mosaic web application using Go concurrency.,0,9,0.3,0.13,0.0,0.0,1,18
Chapter 10 wraps up the book by showing how you can deploy your web applica-,0,9,0.21,0.15,0.0,0.0,0,18
tion. You’ll learn how to deploy to standalone servers and to the cloud (Heroku and,0,9,0.21,0.13,0.0,0.0,0,18
"Google App Engine), as well as in Docker containers.",0,9,0.3,0.13,0.0,0.0,1,18
The appendix provides instructions for installing and setting up Go on different,0,9,0.21,0.15,0.0,0.0,0,18
platforms.,0,9,0.3,0.13,0.0,0.02,1,18
Code conventions and downloads,1,12,0.54,0.13,0.02,0.01,1,18
This book contains many examples of source code both in numbered listings and,0,9,0.21,0.13,0.01,0.0,0,18
fixed-width,0,9,0.21,0.72,0.0,0.0,1,18
"inline with normal text. In both cases, source code is formatted in a",0,9,0.3,0.13,0.0,0.0,1,18
font like this to separate it from ordinary text. Sometimes code is in bold to high-,0,9,0.21,0.13,0.0,0.0,0,18
light code that has changed from previous steps in the chapter or code that is,0,9,0.21,0.13,0.0,0.0,0,18
discussed in surrounding text.,0,9,0.3,0.13,0.0,0.0,1,18
"Also, colors are used to highlight code commands and code output:",0,9,0.3,0.15,0.0,0.01,1,18
curl -i 127.0.0.1:8080/write,0,7,0.26,0.13,0.01,0.0,1,18
HTTP/1.1 200 OK,0,7,0.26,0.13,0.0,0.0,1,18
"Date: Tue, 13 Jan 2015 16:16:13 GMT",0,7,0.26,0.13,0.0,0.0,1,18
Content-Length: 95,0,7,0.26,0.13,0.0,0.0,1,18
Content-Type: text/html; charset=utf-8,0,7,0.26,0.13,0.0,0.02,1,18
<html>,0,7,0.26,0.13,0.02,0.0,1,18
<head><title>Go Web Programming</title></head>,0,7,0.26,0.13,0.0,0.0,1,18
<body><h1>Hello World</h1></body>,0,7,0.26,0.13,0.0,0.0,1,18
</html>,0,7,0.26,0.13,0.0,0.0,1,18
xix,1,9,0.3,0.82,0.0,0.0,0,19
ABOUT THIS BOOK,1,6,0.33,0.41,0.0,0.03,1,19
Print book readers who want to see this color code highlighting (and all figures in,0,9,0.21,0.14,0.03,0.0,0,19
color) can go to www.manning.com/books/go-web-programming,0,9,0.3,0.14,0.0,0.0,1,19
to register and get,0,9,0.21,0.69,0.0,0.0,1,19
"their free eBook in PDF , ePub, and Kindle formats.",0,9,0.3,0.14,0.0,0.0,1,19
Code samples used throughout the book are also available at,0,9,0.3,0.17,0.0,0.0,1,19
www.manning.com/,0,9,0.21,0.68,0.0,0.0,1,19
books/go-web-programming,0,9,0.3,0.14,0.0,0.0,1,19
and at github.com/sausheong/gwp,0,9,0.21,0.38,0.0,0.0,1,19
.,0,9,0.12,0.67,0.0,0.02,0,19
About the author,1,12,0.54,0.14,0.02,0.01,1,19
S AU S HEONG C HANG is now the Managing Director of Digital,0,9,0.21,0.31,0.01,0.0,1,19
"Technology at Singapore Power. Before that, he was a Director of",0,9,0.21,0.31,0.0,0.0,1,19
Consumer Engineering at PayPal. He is active in the Ruby and,0,9,0.21,0.31,0.0,0.0,1,19
"Go developer communities, and has written books, contributed",0,9,0.21,0.31,0.0,0.0,1,19
"to open source projects, and spoken at meetups and conferences.",0,9,0.21,0.31,0.0,0.06,1,19
Author Online,1,12,0.54,0.14,0.06,0.01,1,19
Purchase of Go Web Programming,1,9,0.48,0.14,0.01,0.0,1,19
includes free access to a private web forum run by,0,9,0.21,0.42,0.0,0.0,1,19
"Manning Publications; you can make comments about the book, ask technical ques-",0,9,0.21,0.14,0.0,0.0,0,19
"tions, and receive help from the author and from other users. To access the forum",0,9,0.21,0.14,0.0,0.0,0,19
"and subscribe to it, point your web browser to",0,9,0.3,0.14,0.0,0.0,1,19
www.manning.com/books/go-web-,0,9,0.21,0.56,0.0,0.0,1,19
programming . This page provides information on how to get on the forum after you’re,0,9,0.21,0.14,0.0,0.0,0,19
"registered, what kind of help is available, and the rules of conduct on the forum.",0,9,0.21,0.14,0.0,0.0,0,19
Manning’s commitment to our readers is to provide a venue where a meaningful,0,9,0.21,0.17,0.0,0.0,0,19
dialogue between individual readers and between readers and the author can take,0,9,0.21,0.14,0.0,0.0,0,19
place. It’s not a commitment to any specific amount of participation on the part of the,0,9,0.21,0.14,0.0,0.0,0,19
"author, whose contribution to the forum remains voluntary (and unpaid). We suggest",0,9,0.21,0.14,0.0,0.0,0,19
you try asking the author some challenging questions lest his interest stray!,0,9,0.21,0.14,0.0,0.0,0,19
The Author Online forum and the archives of previous discussions will be accessi-,0,9,0.21,0.17,0.0,0.0,0,19
ble from the publisher’s website as long as the book is in print.,0,9,0.3,0.14,0.0,0.0,1,19
about the cover illustration,1,30,0.79,0.23,0.0,0.02,1,20
The figure on the cover of,0,9,0.3,0.12,0.02,0.0,1,20
Go Web Programming is captioned “Man in Medieval Dress.”,1,9,0.39,0.34,0.0,0.0,1,20
"The illustration by Paolo Mercuri (1804–1884) is taken from “Costumes Historiques,”",0,9,0.21,0.12,0.0,0.0,0,20
"a multivolume compendium of historical costumes from the twelfth, thirteenth, four-",0,9,0.21,0.12,0.0,0.0,0,20
"teenth, and fifteenth centuries assembled and edited by Camille Bonnard and pub-",0,9,0.21,0.12,0.0,0.0,0,20
lished in Paris in the 1850s or 1860s. The nineteenth century saw an increased interest,0,9,0.21,0.12,0.0,0.0,0,20
"in exotic locales and in times gone by, and people were drawn to collections such as",0,9,0.21,0.12,0.0,0.0,0,20
this one to explore the world they lived in—as well as the world of the distant past.,0,9,0.21,0.12,0.0,0.0,0,20
The colorful variety of Mercuri’s illustrations in this historical collection reminds,0,9,0.21,0.14,0.0,0.0,0,20
us vividly of how culturally apart the world’s towns and regions were a few hundred,0,9,0.21,0.12,0.0,0.0,0,20
years ago. In the streets or in the countryside people were easy to place—sometimes,0,9,0.21,0.12,0.0,0.0,0,20
"with an error of no more than a dozen miles—just by their dress. Their station in life,",0,9,0.21,0.12,0.0,0.0,0,20
"as well as their trade or profession, could be easily identified. Dress codes have",0,9,0.21,0.12,0.0,0.0,0,20
"changed over the centuries, and the diversity by region, so rich at one time, has faded",0,9,0.21,0.12,0.0,0.0,0,20
"away. Today, it is hard to tell apart the inhabitants of one continent from another, let",0,9,0.21,0.12,0.0,0.0,0,20
"alone the towns or countries they come from, or their social status or profession. Per-",0,9,0.21,0.12,0.0,0.0,0,20
haps we have traded cultural diversity for a more varied personal life—certainly a,0,9,0.21,0.12,0.0,0.0,0,20
more varied and faster-paced technological life.,0,9,0.3,0.12,0.0,0.0,1,20
"At a time when it is hard to tell one computer book from another, Manning cele-",0,9,0.21,0.14,0.0,0.0,0,20
brates the inventiveness and initiative of the computer business with book covers,0,9,0.21,0.12,0.0,0.0,0,20
"based on the rich diversity of regional life of many centuries ago, brought back to life",0,9,0.21,0.12,0.0,0.0,0,20
by Mercuri’s pictures.,0,9,0.3,0.12,0.0,0.0,1,20
Part 1,1,30,0.79,0.68,0.0,0.05,1,21
Go and web applications,1,30,0.79,0.3,0.05,0.07,1,21
W,0,48,0.96,0.19,0.07,0.0,0,21
eb applications are probably the most widely used type of software appli-,0,9,0.12,0.25,0.0,0.0,0,21
"cation today and if you’re connected to the internet, you would hardly pass a day",0,9,0.21,0.19,0.0,0.0,0,21
"without using one. Even if you’re mostly on a mobile device, you still are using",0,9,0.21,0.19,0.0,0.0,0,21
web applications. Many mobile applications that look like native applications are,0,9,0.21,0.19,0.0,0.0,0,21
hybrids that have portions that built on web technologies.,0,9,0.3,0.19,0.0,0.0,1,21
"Knowing HTTP is the foundation to learning how to write web applications,",0,9,0.12,0.21,0.0,0.0,0,21
so these first two chapters will introduce,0,9,0.3,0.19,0.0,0.0,1,21
HTTP . I will also explain why using Go,0,9,0.21,0.53,0.0,0.0,1,21
for writing web applications is a good idea. I will jump straight into showing you,0,9,0.21,0.19,0.0,0.0,0,21
how to write a simple internet forum using Go and show you a bird’s-eye view of,0,9,0.21,0.19,0.0,0.0,0,21
writing a web application.,0,9,0.3,0.19,0.0,0.0,1,21
2,1,9,0.39,0.06,0.0,0.0,0,22
C,1,7,0.26,0.4,0.0,0.0,0,22
HAPTER,1,6,0.33,0.41,0.0,0.0,1,22
Go and web applications,1,30,0.93,0.3,0.0,0.17,1,23
This chapter covers,1,12,0.67,0.13,0.17,0.01,1,23
Defining web applications,0,9,0.3,0.15,0.01,0.0,1,23
■,0,4,0.11,0.13,0.0,0.01,0,23
Using Go to write web applications: the advantages,0,9,0.3,0.15,0.01,0.0,1,23
■,0,4,0.11,0.13,0.0,0.01,0,23
Understanding the basics of web application,0,9,0.3,0.15,0.01,0.0,1,23
■,0,4,0.11,0.13,0.0,0.01,0,23
programming,0,9,0.3,0.15,0.01,0.01,1,23
Writing the simplest possible web application in Go,0,9,0.3,0.15,0.01,0.0,1,23
■,0,4,0.11,0.13,0.0,0.08,0,23
"Web applications are ubiquitous. Take any application you use on a daily basis, and",0,9,0.21,0.17,0.08,0.0,0,23
likely it’s a web application or has a web application variant (this includes mobile,0,9,0.21,0.17,0.0,0.0,0,23
apps). Any language that supports software development that interfaces with,0,9,0.21,0.17,0.0,0.0,0,23
human beings will inevitably support web application development. One of the first,0,9,0.21,0.17,0.0,0.0,0,23
things developers of a new language do is build libraries and frameworks to interact,0,9,0.21,0.17,0.0,0.0,0,23
with the internet and the World Wide Web. There are myriad web development,0,9,0.21,0.17,0.0,0.0,0,23
tools for the more established languages.,0,9,0.3,0.17,0.0,0.0,1,23
Go is no different. Go is a relatively new programming language created to be,0,9,0.21,0.19,0.0,0.0,0,23
simple and efficient for writing back end systems. It has an advanced set of features,0,9,0.21,0.17,0.0,0.0,0,23
"and focuses on programmer effectiveness and speed. Since its release, Go has",0,9,0.21,0.17,0.0,0.0,0,23
gained tremendous popularity as a programming language for writing web applica-,0,9,0.21,0.17,0.0,0.0,0,23
tions and *-as-a-Service systems.,0,9,0.3,0.17,0.0,0.0,1,23
"In this chapter, you’ll learn why you should use Go for writing web applications",0,9,0.21,0.19,0.0,0.0,0,23
and you’ll learn all about web applications.,0,9,0.3,0.17,0.0,0.0,1,23
4,1,9,0.39,0.06,0.0,0.0,0,24
Go and web applications,1,9,0.39,0.4,0.0,0.0,1,24
C 1,1,7,0.26,0.32,0.0,0.0,0,24
HAPTER,1,6,0.33,0.33,0.0,0.03,1,24
1.1 Using Go for web applications,1,12,0.54,0.06,0.03,0.01,1,24
"So why should you use Go for writing web applications? My guess is, having bought",0,9,0.21,0.13,0.01,0.0,0,24
"this book, you have an inclination to find out the answer. Of course, as the author of a",0,9,0.21,0.13,0.0,0.0,0,24
"book that teaches Go web programming, I believe there are strong and compelling",0,9,0.21,0.13,0.0,0.0,0,24
"reasons to do so. As you continue reading this book, you’ll get a sense of Go’s",0,9,0.21,0.13,0.0,0.0,0,24
"strengths in web application development and, I hope, agree with me about the use-",0,9,0.21,0.13,0.0,0.0,0,24
fulness of Go.,0,9,0.3,0.13,0.0,0.0,1,24
"Go is a relatively new programming language, with a thriving and growing commu-",0,9,0.21,0.15,0.0,0.0,0,24
nity. It is well suited for writing server-side programs that are fast. It’s simple and famil-,0,9,0.21,0.13,0.0,0.0,0,24
"iar to most programmers who are used to procedural programming, but it also",0,9,0.21,0.13,0.0,0.0,0,24
"provides features of functional programming. It supports concurrency by default, has",0,9,0.21,0.13,0.0,0.0,0,24
"a modern packaging system, does garbage collection, and has an extensive and power-",0,9,0.21,0.13,0.0,0.0,0,24
ful set of built-in standard libraries.,0,9,0.3,0.13,0.0,0.0,1,24
Plenty of good-quality open source libraries are available that can supplement what,0,9,0.21,0.15,0.0,0.0,0,24
"the standard libraries don’t have, but the standard libraries that come with Go are",0,9,0.21,0.13,0.0,0.0,0,24
quite comprehensive and wide-ranging. This book sticks to the standard libraries as,0,9,0.21,0.13,0.0,0.0,0,24
"much as possible but will occasionally use third-party, open source libraries to show",0,9,0.21,0.13,0.0,0.0,0,24
alternative and creative ways the open source community has come up with.,0,9,0.21,0.13,0.0,0.0,0,24
"Go is rapidly gaining popularity as a web development language. Many companies,",0,9,0.21,0.15,0.0,0.0,0,24
"including infrastructure companies like Dropbox and SendGrid, technology-oriented",0,9,0.21,0.13,0.0,0.0,0,24
"companies such as Square and Hailo, as well as more traditional companies such as",0,9,0.21,0.13,0.0,0.0,0,24
"BBC and The New York Times,",1,9,0.48,0.13,0.0,0.0,1,24
have already started using Go.,0,9,0.21,0.36,0.0,0.0,1,24
Go provides a viable alternative to existing languages and platforms for developing,0,9,0.21,0.15,0.0,0.0,0,24
large-scale web applications. Large-scale web applications typically need to be,0,9,0.21,0.13,0.0,0.01,0,24
Scalable,0,9,0.3,0.18,0.01,0.0,1,24
■,0,4,0.11,0.15,0.0,0.01,0,24
Modular,0,9,0.3,0.18,0.01,0.0,1,24
■,0,4,0.11,0.15,0.0,0.01,0,24
Maintainable,0,9,0.3,0.18,0.01,0.0,1,24
■,0,4,0.11,0.15,0.0,0.01,0,24
High-performance,0,9,0.3,0.18,0.01,0.0,1,24
■,0,4,0.11,0.15,0.0,0.02,0,24
Let’s take a look at these attributes in detail.,0,9,0.3,0.13,0.02,0.02,1,24
1.1.1 Scalable web applications and Go,1,10,0.5,0.06,0.02,0.01,1,24
Large-scale web applications should be,0,9,0.3,0.13,0.01,0.0,1,24
scalable . This means you should be able to,1,9,0.39,0.46,0.0,0.0,1,24
quickly and easily increase the capacity of the application to take on a bigger volume,0,9,0.21,0.13,0.0,0.0,0,24
"of requests. The application should scale also linearly, meaning you should be able to",0,9,0.21,0.13,0.0,0.0,0,24
add more hardware and process a corresponding number of requests.,0,9,0.3,0.13,0.0,0.0,1,24
We can look at scaling in two ways:,0,9,0.3,0.15,0.0,0.01,1,24
"Vertical scaling , or increasing the amount of",1,9,0.48,0.18,0.01,0.0,1,24
CPU s or capacity in a single machine,0,9,0.21,0.53,0.0,0.0,1,24
■,0,4,0.11,0.15,0.0,0.01,0,24
"Horizontal scaling , or increasing the number of machines to expand capacity",1,9,0.39,0.18,0.01,0.0,0,24
■,0,4,0.11,0.15,0.0,0.02,0,24
Go scales well vertically with its excellent support for concurrent programming. A sin-,0,9,0.21,0.13,0.02,0.0,0,24
gle Go web application with a single OS thread can be scheduled to run hundreds of,0,9,0.21,0.13,0.0,0.0,0,24
thousands of goroutines with efficiency and performance.,1,9,0.48,0.13,0.0,0.0,1,24
5,1,9,0.3,0.83,0.0,0.0,0,25
Using Go for web applications,1,9,0.39,0.35,0.0,0.03,1,25
"Just like any other web applications, Go can scale well horizontally as well as by lay-",0,9,0.21,0.17,0.03,0.0,0,25
